date,state,checkins,unique_ind,unique_loc
2021-03-23,W.P. KualaLumpur,4698908,2017008,111909
2021-03-23,W.P. Labuan,91792,34323,2587
2021-03-23,W.P. Putrajaya,260357,145903,3201
2021-03-24,Johor,2596823,1081196,102806
2021-03-24,Kedah,972505,472902,43693
2021-03-24,Kelantan,343611,178159,22984
2021-03-24,Melaka,690296,297477,26473
2021-03-24,Negeri Sembilan,762961,350814,28920
2021-03-24,Pahang,915204,378615,35983
2021-03-24,Perak,1570650,647245,62400
2021-03-24,Perlis,233573,136053,10886
2021-03-24,Pulau Pinang,1711260,703234,56995
2021-03-24,Sabah,1649090,558723,57004
2021-03-24,Sarawak,1715398,617160,53304
2021-03-24,Selangor,5852458,2573461,170859
2021-03-24,Terengganu,394855,193792,21569
2021-03-24,W.P. KualaLumpur,4811140,2020067,112775
2021-03-24,W.P. Labuan,94042,34656,2626
2021-03-24,W.P. Putrajaya,258386,142037,3223
2021-03-25,Johor,2780118,1127084,104668
2021-03-25,Kedah,1014508,485552,44827
2021-03-25,Kelantan,373571,191758,23785
2021-03-25,Melaka,693005,300176,26679
2021-03-25,Negeri Sembilan,786517,361610,29242
2021-03-25,Pahang,943572,390644,36638
2021-03-25,Perak,1584544,653703,62986
2021-03-25,Perlis,248332,143132,11044
2021-03-25,Pulau Pinang,1676061,698911,57134
2021-03-25,Sabah,1594663,552666,56386
2021-03-25,Sarawak,1671024,615578,52670
2021-03-25,Selangor,5733965,2571213,169854
2021-03-25,Terengganu,423490,203885,22022
2021-03-25,W.P. KualaLumpur,4721919,2024499,111875
2021-03-25,W.P. Labuan,93408,34974,2558
2021-03-25,W.P. Putrajaya,262587,143234,3200
2021-03-26,Johor,2926247,1151537,99586
2021-03-26,Kedah,935631,454512,32381
2021-03-26,Kelantan,314686,171750,13405
2021-03-26,Melaka,772505,320921,26886
2021-03-26,Negeri Sembilan,860409,386354,29286
2021-03-26,Pahang,1086009,426492,37442
2021-03-26,Perak,1625260,676167,62377
2021-03-26,Perlis,247970,142080,10615
2021-03-26,Pulau Pinang,1719474,711087,56614
2021-03-26,Sabah,1751333,583142,57603
2021-03-26,Sarawak,1801184,643449,53816
2021-03-26,Selangor,6297479,2730648,170837
2021-03-26,Terengganu,344752,180011,12064
2021-03-26,W.P. KualaLumpur,5264752,2167519,112160
2021-03-26,W.P. Labuan,102185,36284,2618
2021-03-26,W.P. Putrajaya,300218,160048,3144
2021-03-27,Johor,2915847,1147161,92283
2021-03-27,Kedah,1085482,507993,39169
2021-03-27,Kelantan,370283,193726,20879
2021-03-27,Melaka,761018,317710,23367
2021-03-27,Negeri Sembilan,840429,372888,25563
2021-03-27,Pahang,1067654,413703,32528
2021-03-27,Perak,1780648,700288,56864
2021-03-27,Perlis,259352,140192,9519
2021-03-27,Pulau Pinang,1955380,732661,50423
2021-03-27,Sabah,1720002,560196,50433
2021-03-27,Sarawak,1927291,641107,46862
2021-03-27,Selangor,6700304,2780579,145190
2021-03-27,Terengganu,423449,204533,18358
2021-03-27,W.P. KualaLumpur,5321517,2153870,90828
2021-03-27,W.P. Labuan,96131,34844,2190
2021-03-27,W.P. Putrajaya,279192,149153,2121
2021-03-28,Johor,3069600,1157720,76449
2021-03-28,Kedah,1069433,503573,38636
2021-03-28,Kelantan,390263,199210,23581
2021-03-28,Melaka,779393,318562,17380
2021-03-28,Negeri Sembilan,857609,369901,19064
2021-03-28,Pahang,990659,391846,23921
2021-03-28,Perak,1664264,667633,39847
2021-03-28,Perlis,213958,118927,6293
2021-03-28,Pulau Pinang,1720660,673745,35204
2021-03-28,Sabah,1593377,528395,37572
2021-03-28,Sarawak,1779457,605779,33091
2021-03-28,Selangor,6571823,2712538,103303
2021-03-28,Terengganu,437628,209311,21506
2021-03-28,W.P. KualaLumpur,5254087,2138200,67463
2021-03-28,W.P. Labuan,83276,32079,1597
2021-03-28,W.P. Putrajaya,299919,161190,1897
2021-03-29,Johor,2679529,1103020,99459
2021-03-29,Kedah,1008511,484274,42664
2021-03-29,Kelantan,369482,190136,23741
2021-03-29,Melaka,697492,299765,25046
2021-03-29,Negeri Sembilan,782378,356932,27348
2021-03-29,Pahang,1023803,402004,36502
2021-03-29,Perak,1651623,667875,59966
2021-03-29,Perlis,250465,142683,10619
2021-03-29,Pulau Pinang,1728444,705445,55373
2021-03-29,Sabah,1657346,556374,54563
2021-03-29,Sarawak,1730632,619677,51285
2021-03-29,Selangor,5609573,2514143,159966
2021-03-29,Terengganu,412942,201034,21722
2021-03-29,W.P. KualaLumpur,4494650,1974254,104161
2021-03-29,W.P. Labuan,92722,33854,2509
2021-03-29,W.P. Putrajaya,256815,141682,3059
2021-03-30,Johor,2852794,1136271,102820
2021-03-30,Kedah,1033008,491314,43219
2021-03-30,Kelantan,379706,193938,23918
2021-03-30,Melaka,752059,313227,26478
2021-03-30,Negeri Sembilan,819763,366587,28511
2021-03-30,Pahang,1031415,403466,37212
2021-03-30,Perak,1651185,666354,61344
2021-03-30,Perlis,250629,143848,10766
2021-03-30,Pulau Pinang,1762565,715852,56196
2021-03-30,Sabah,1691608,561206,55630
2021-03-30,Sarawak,1778344,627580,52245
2021-03-30,Selangor,6097186,2647562,168697
2021-03-30,Terengganu,424571,203977,21860
2021-03-30,W.P. KualaLumpur,5008058,2095723,110577
2021-03-30,W.P. Labuan,90787,33976,2559
2021-03-30,W.P. Putrajaya,273561,149619,3195
2021-03-31,Johor,2941570,1156014,103522
2021-03-31,Kedah,1046515,495736,43413
2021-03-31,Kelantan,385679,195680,23593
2021-03-31,Melaka,769898,318992,26492
2021-03-31,Negeri Sembilan,838655,372319,28832
2021-03-31,Pahang,1059052,410285,37319
2021-03-31,Perak,1657827,670554,61187
2021-03-31,Perlis,247972,141422,10775
2021-03-31,Pulau Pinang,1762063,719446,56095
2021-03-31,Sabah,1744446,571887,55985
2021-03-31,Sarawak,1870506,645227,52967
2021-03-31,Selangor,6257017,2691788,169132
2021-03-31,Terengganu,429807,205778,21712
2021-03-31,W.P. KualaLumpur,5148711,2143864,111045
2021-03-31,W.P. Labuan,97481,35393,2586
2021-03-31,W.P. Putrajaya,277845,152342,3152
2021-04-01,Johor,2924621,1163433,103630
2021-04-01,Kedah,1074787,506703,43597
2021-04-01,Kelantan,396433,201140,23860
2021-04-01,Melaka,758139,317338,26521
2021-04-01,Negeri Sembilan,838432,375437,28956
2021-04-01,Pahang,1054085,412422,37212
2021-04-01,Perak,1685583,682066,61740
2021-04-01,Perlis,261656,148502,10811
2021-04-01,Pulau Pinang,1778436,727136,56865
2021-04-01,Sabah,1778744,582880,55871
2021-04-01,Sarawak,1893727,657241,52607
2021-04-01,Selangor,6214830,2705898,169888
2021-04-01,Terengganu,448134,212244,21597
2021-04-01,W.P. KualaLumpur,5101572,2149968,111079
2021-04-01,W.P. Labuan,98205,36303,2562
2021-04-01,W.P. Putrajaya,281218,154146,3180
2021-04-02,Johor,3005794,1180818,98099
2021-04-02,Kedah,1027196,489029,32259
2021-04-02,Kelantan,341916,184067,13605
2021-04-02,Melaka,812518,333836,26401
2021-04-02,Negeri Sembilan,874334,391634,28440
2021-04-02,Pahang,1125880,433179,36444
2021-04-02,Perak,1762403,712086,61052
2021-04-02,Perlis,269151,150251,10450
2021-04-02,Pulau Pinang,1880326,752876,56222
2021-04-02,Sabah,1682520,553166,41423
2021-04-02,Sarawak,1892995,629612,37414
2021-04-02,Selangor,6569084,2819415,167979
2021-04-02,Terengganu,360913,188041,11853
2021-04-02,W.P. KualaLumpur,5460382,2236124,110128
2021-04-02,W.P. Labuan,102879,36537,2514
2021-04-02,W.P. Putrajaya,312144,166795,3104
2021-04-03,Johor,3256383,1228015,92438
2021-04-03,Kedah,1153282,531456,38540
2021-04-03,Kelantan,419683,210520,21140
2021-04-03,Melaka,875377,347825,24062
2021-04-03,Negeri Sembilan,966259,407268,26009
2021-04-03,Pahang,1154108,434330,32531
2021-04-03,Perak,1889388,733822,56550
2021-04-03,Perlis,262907,141010,9283
2021-04-03,Pulau Pinang,1987409,751485,49901
2021-04-03,Sabah,1756270,565621,48800
2021-04-03,Sarawak,2016368,660456,46429
2021-04-03,Selangor,7246099,2937435,145160
2021-04-03,Terengganu,464326,219115,18367
2021-04-03,W.P. KualaLumpur,5746999,2281709,90659
2021-04-03,W.P. Labuan,99547,35627,2200
2021-04-03,W.P. Putrajaya,296623,158346,2092
2021-04-04,Johor,3011826,1160796,76687
2021-04-04,Kedah,1098296,517296,39019
2021-04-04,Kelantan,373559,194271,23232
2021-04-04,Melaka,745692,316133,16931
2021-04-04,Negeri Sembilan,838836,372997,18325
2021-04-04,Pahang,1020507,405084,23438
2021-04-04,Perak,1660744,682197,38613
2021-04-04,Perlis,217218,118128,6275
2021-04-04,Pulau Pinang,1663397,673692,34107
2021-04-04,Sabah,1584096,531837,36495
2021-04-04,Sarawak,1831741,625992,32884
2021-04-04,Selangor,6571471,2740226,101939
2021-04-04,Terengganu,433920,209852,21635
2021-04-04,W.P. KualaLumpur,5190219,2142042,66440
2021-04-04,W.P. Labuan,85217,32826,1616
2021-04-04,W.P. Putrajaya,299001,162674,1850
2021-04-05,Johor,2577701,1095287,99461
2021-04-05,Kedah,978695,479627,42542
2021-04-05,Kelantan,342166,180909,23179
2021-04-05,Melaka,672355,298798,25120
2021-04-05,Negeri Sembilan,759923,355388,27473
2021-04-05,Pahang,1006223,403517,36526
2021-04-05,Perak,1581383,659465,59691
2021-04-05,Perlis,242340,140559,10569
2021-04-05,Pulau Pinang,1710592,712827,55204
2021-04-05,Sabah,1579857,552633,54555
2021-04-05,Sarawak,1734887,630947,51431
2021-04-05,Selangor,5650970,2562452,162874
2021-04-05,Terengganu,398259,197260,21416
2021-04-05,W.P. KualaLumpur,4597213,2015710,106979
2021-04-05,W.P. Labuan,92599,34892,2544
2021-04-05,W.P. Putrajaya,255186,143657,3217
2021-04-06,Johor,2821472,1148815,103488
2021-04-06,Kedah,967100,474608,41998
2021-04-06,Kelantan,345129,181079,23199
2021-04-06,Melaka,744763,316323,26683
2021-04-06,Negeri Sembilan,793496,365310,28405
2021-04-06,Pahang,1010791,404357,37424
2021-04-06,Perak,1566138,654812,61053
2021-04-06,Perlis,231864,138211,10546
2021-04-06,Pulau Pinang,1682254,709351,55687
2021-04-06,Sabah,1639342,562439,55784
2021-04-06,Sarawak,1795252,642430,53038
2021-04-06,Selangor,5937640,2642383,169280
2021-04-06,Terengganu,395170,196441,21242
2021-04-06,W.P. KualaLumpur,4838564,2074407,110505
2021-04-06,W.P. Labuan,96804,35883,2581
2021-04-06,W.P. Putrajaya,262179,147731,3228
2021-04-07,Johor,2865921,1158674,103917
2021-04-07,Kedah,975602,479276,42775
2021-04-07,Kelantan,345925,181878,23006
2021-04-07,Melaka,736945,314439,26547
2021-04-07,Negeri Sembilan,795551,364335,28705
2021-04-07,Pahang,1009532,403740,37586
2021-04-07,Perak,1561107,656245,61068
2021-04-07,Perlis,239029,140518,10599
2021-04-07,Pulau Pinang,1710224,716545,56128
2021-04-07,Sabah,1657553,565154,55775
2021-04-07,Sarawak,1764251,637765,53066
2021-04-07,Selangor,5965422,2651735,169388
2021-04-07,Terengganu,408054,200565,21534
2021-04-07,W.P. KualaLumpur,4849461,2080521,110538
2021-04-07,W.P. Labuan,95939,35810,2606
2021-04-07,W.P. Putrajaya,264632,148297,3203
2021-04-08,Johor,2782466,1149781,103619
2021-04-08,Kedah,1021525,494330,43687
2021-04-08,Kelantan,365804,190453,23397
2021-04-08,Melaka,717282,311395,26450
2021-04-08,Negeri Sembilan,794581,367676,28973
2021-04-08,Pahang,1029790,413539,37883
2021-04-08,Perak,1606703,669881,61845
2021-04-08,Perlis,252513,146240,10800
2021-04-08,Pulau Pinang,1731627,722821,56794
2021-04-08,Sabah,1625086,563046,55956
2021-04-08,Sarawak,1736746,637545,53197
2021-04-08,Selangor,6008347,2683811,170603
2021-04-08,Terengganu,429778,208781,21773
2021-04-08,W.P. KualaLumpur,4961590,2120615,111651
2021-04-08,W.P. Labuan,94153,35663,2616
2021-04-08,W.P. Putrajaya,269507,150220,3223
2021-04-09,Johor,3005415,1195098,98430
2021-04-09,Kedah,1000455,480706,32354
2021-04-09,Kelantan,320466,174709,13163
2021-04-09,Melaka,769351,328777,26464
2021-04-09,Negeri Sembilan,833158,386208,28513
2021-04-09,Pahang,1089652,431647,37009
2021-04-09,Perak,1650650,693497,61376
2021-04-09,Perlis,258781,148358,10423
2021-04-09,Pulau Pinang,1827341,747714,56653
2021-04-09,Sabah,1675481,572783,55348
2021-04-09,Sarawak,1827966,656746,53820
2021-04-09,Selangor,6211976,2760337,168551
2021-04-09,Terengganu,344581,181185,11727
2021-04-09,W.P. KualaLumpur,5198184,2196125,110257
2021-04-09,W.P. Labuan,98710,36628,2612
2021-04-09,W.P. Putrajaya,290889,160490,3149
2021-04-10,Johor,3269908,1236034,92642
2021-04-10,Kedah,1081217,507993,38338
2021-04-10,Kelantan,398056,199905,20570
2021-04-10,Melaka,863040,344805,23972
2021-04-10,Negeri Sembilan,940507,403008,25970
2021-04-10,Pahang,1134278,429256,32419
2021-04-10,Perak,1809470,716394,55950
2021-04-10,Perlis,253426,139313,9236
2021-04-10,Pulau Pinang,1936113,744183,49745
2021-04-10,Sabah,1734803,564909,49124
2021-04-10,Sarawak,1948057,650870,47212
2021-04-10,Selangor,7149721,2940542,145359
2021-04-10,Terengganu,446247,210927,18258
2021-04-10,W.P. KualaLumpur,5704408,2295000,90884
2021-04-10,W.P. Labuan,98522,35882,2189
2021-04-10,W.P. Putrajaya,301067,162785,2142
2021-04-11,Johor,3212612,1210850,77023
2021-04-11,Kedah,1073206,509200,38188
2021-04-11,Kelantan,390989,201520,22747
2021-04-11,Melaka,783302,323318,17129
2021-04-11,Negeri Sembilan,863667,377907,18674
2021-04-11,Pahang,1042238,405724,23397
2021-04-11,Perak,1633641,674981,38813
2021-04-11,Perlis,220058,122496,6219
2021-04-11,Pulau Pinang,1778097,697556,34817
2021-04-11,Sabah,1479457,507509,35594
2021-04-11,Sarawak,1801673,616409,33032
2021-04-11,Selangor,6736772,2800142,102903
2021-04-11,Terengganu,445234,215023,20843
2021-04-11,W.P. KualaLumpur,5296455,2191823,67050
2021-04-11,W.P. Labuan,81226,31562,1601
2021-04-11,W.P. Putrajaya,312970,171853,1855
2021-04-12,Johor,2852666,1173125,98275
2021-04-12,Kedah,1030065,502928,39925
2021-04-12,Kelantan,378355,196727,22266
2021-04-12,Melaka,761968,321317,24859
2021-04-12,Negeri Sembilan,810535,375922,26749
2021-04-12,Pahang,1082061,423851,34968
2021-04-12,Perak,1621041,676788,57509
2021-04-12,Perlis,251491,145107,9852
2021-04-12,Pulau Pinang,1729458,723386,53568
2021-04-12,Sabah,1702401,581237,54301
2021-04-12,Sarawak,1730710,637635,51816
2021-04-12,Selangor,6101132,2727320,160724
2021-04-12,Terengganu,425776,208953,19903
2021-04-12,W.P. KualaLumpur,4874421,2124493,105568
2021-04-12,W.P. Labuan,91671,35596,2494
2021-04-12,W.P. Putrajaya,286185,160477,3104
2021-04-13,Johor,2368650,1014348,76627
2021-04-13,Kedah,679926,367302,28399
2021-04-13,Kelantan,223849,132679,17224
2021-04-13,Melaka,555959,257253,18686
2021-04-13,Negeri Sembilan,658061,326793,24482
2021-04-13,Pahang,772701,348559,30459
2021-04-13,Perak,1287565,583602,53068
2021-04-13,Perlis,201958,125884,8893
2021-04-13,Pulau Pinang,1524094,666662,51708
2021-04-13,Sabah,1370102,513199,51663
2021-04-13,Sarawak,1558406,600297,50888
2021-04-13,Selangor,4850451,2355573,152245
2021-04-13,Terengganu,284869,160386,15537
2021-04-13,W.P. KualaLumpur,3863849,1805197,101429
2021-04-13,W.P. Labuan,76978,32559,2453
2021-04-13,W.P. Putrajaya,186295,119518,2910
2021-04-14,Johor,2394128,1054634,95172
2021-04-14,Kedah,769549,414908,36312
2021-04-14,Kelantan,231628,138012,18023
2021-04-14,Melaka,627458,288063,24000
2021-04-14,Negeri Sembilan,680758,333039,25929
2021-04-14,Pahang,789353,353272,32401
2021-04-14,Perak,1281235,583265,54670
2021-04-14,Perlis,199993,124509,9228
2021-04-14,Pulau Pinang,1538347,671798,53129
2021-04-14,Sabah,1396154,519493,53321
2021-04-14,Sarawak,1545557,595832,52308
2021-04-14,Selangor,5031494,2401342,159530
2021-04-14,Terengganu,289412,164259,16580
2021-04-14,W.P. KualaLumpur,4019189,1831332,104546
2021-04-14,W.P. Labuan,79276,32993,2497
2021-04-14,W.P. Putrajaya,193464,120663,3068
2021-04-15,Johor,2230662,1018963,93986
2021-04-15,Kedah,771621,415820,36899
2021-04-15,Kelantan,260066,149431,18659
2021-04-15,Melaka,546324,257793,19087
2021-04-15,Negeri Sembilan,646447,325942,26106
2021-04-15,Pahang,786121,354563,32851
2021-04-15,Perak,1293706,589114,55784
2021-04-15,Perlis,201028,127038,9376
2021-04-15,Pulau Pinang,1520348,672031,53475
2021-04-15,Sabah,1361911,514725,53045
2021-04-15,Sarawak,1521831,597051,52090
2021-04-15,Selangor,4897642,2381614,160122
2021-04-15,Terengganu,300100,168018,16788
2021-04-15,W.P. KualaLumpur,3940314,1829671,105038
2021-04-15,W.P. Labuan,79009,33296,2553
2021-04-15,W.P. Putrajaya,194985,120903,3059
2021-04-16,Johor,2522338,1082164,92375
2021-04-16,Kedah,789229,412717,28141
2021-04-16,Kelantan,167460,107689,9967
2021-04-16,Melaka,639788,295234,24455
2021-04-16,Negeri Sembilan,706773,347673,26377
2021-04-16,Pahang,837595,370423,32718
2021-04-16,Perak,1335417,606409,55879
2021-04-16,Perlis,213393,130823,9320
2021-04-16,Pulau Pinang,1604440,693114,53574
2021-04-16,Sabah,1451352,530046,53247
2021-04-16,Sarawak,1488347,590256,51911
2021-04-16,Selangor,5290077,2518940,160698
2021-04-16,Terengganu,257342,147656,9096
2021-04-16,W.P. KualaLumpur,4387457,1957766,105970
2021-04-16,W.P. Labuan,83414,33941,2544
2021-04-16,W.P. Putrajaya,225801,134855,3061
2021-04-17,Johor,2384254,1030987,84361
2021-04-17,Kedah,849025,427628,34105
2021-04-17,Kelantan,215182,127545,15893
2021-04-17,Melaka,675262,297137,21944
2021-04-17,Negeri Sembilan,777509,350564,24071
2021-04-17,Pahang,840947,355285,28897
2021-04-17,Perak,1407097,609026,51521
2021-04-17,Perlis,208881,121207,8353
2021-04-17,Pulau Pinang,1727079,688443,47492
2021-04-17,Sabah,1360997,487353,45596
2021-04-17,Sarawak,1570852,579050,45239
2021-04-17,Selangor,5867621,2548270,138626
2021-04-17,Terengganu,319355,168177,14914
2021-04-17,W.P. KualaLumpur,4526741,1939134,87453
2021-04-17,W.P. Labuan,79796,31813,2110
2021-04-17,W.P. Putrajaya,224693,129636,2092
2021-04-18,Johor,2651294,1084336,72687
2021-04-18,Kedah,871557,443550,34322
2021-04-18,Kelantan,215982,130582,17722
2021-04-18,Melaka,616992,277953,16075
2021-04-18,Negeri Sembilan,712082,328050,17689
2021-04-18,Pahang,766868,333482,21237
2021-04-18,Perak,1273714,571573,35742
2021-04-18,Perlis,177520,103832,5648
2021-04-18,Pulau Pinang,1580820,644139,33523
2021-04-18,Sabah,1237632,451124,33888
2021-04-18,Sarawak,1468552,547224,31681
2021-04-18,Selangor,5637348,2462089,99971
2021-04-18,Terengganu,314742,172712,17397
2021-04-18,W.P. KualaLumpur,4467681,1917882,65800
2021-04-18,W.P. Labuan,68909,29123,1569
2021-04-18,W.P. Putrajaya,239413,138753,1828
2021-04-19,Johor,2369170,1054324,94875
2021-04-19,Kedah,775689,418481,36950
2021-04-19,Kelantan,203537,123576,17719
2021-04-19,Melaka,611507,285441,24236
2021-04-19,Negeri Sembilan,675997,334684,26227
2021-04-19,Pahang,788817,354189,32952
2021-04-19,Perak,1302710,592126,55263
2021-04-19,Perlis,199934,125676,9320
2021-04-19,Pulau Pinang,1511420,671185,52684
2021-04-19,Sabah,1311118,505339,51577
2021-04-19,Sarawak,1384694,565777,50082
2021-04-19,Selangor,4948729,2396734,158921
2021-04-19,Terengganu,291501,163344,17011
2021-04-19,W.P. KualaLumpur,3991554,1842400,104498
2021-04-19,W.P. Labuan,77535,32549,2508
2021-04-19,W.P. Putrajaya,198953,123547,3118
2021-04-20,Johor,2385619,1055978,96355
2021-04-20,Kedah,802186,426980,36981
2021-04-20,Kelantan,214184,128311,18113
2021-04-20,Melaka,610387,285742,24460
2021-04-20,Negeri Sembilan,679092,333383,26508
2021-04-20,Pahang,793958,356603,33199
2021-04-20,Perak,1300753,591547,55802
2021-04-20,Perlis,206590,128662,9451
2021-04-20,Pulau Pinang,1524884,677162,53055
2021-04-20,Sabah,1313169,504025,52181
2021-04-20,Sarawak,1426557,568022,50296
2021-04-20,Selangor,5038391,2424661,161575
2021-04-20,Terengganu,312132,171277,17261
2021-04-20,W.P. KualaLumpur,4115869,1872616,106657
2021-04-20,W.P. Labuan,77633,32584,2521
2021-04-20,W.P. Putrajaya,198471,123512,3103
2021-04-21,Johor,2366959,1047601,96132
2021-04-21,Kedah,809618,428689,37568
2021-04-21,Kelantan,209336,126264,17792
2021-04-21,Melaka,622740,289466,24470
2021-04-21,Negeri Sembilan,683217,332976,26815
2021-04-21,Pahang,812626,360457,33742
2021-04-21,Perak,1329338,596063,56280
2021-04-21,Perlis,201739,126076,9477
2021-04-21,Pulau Pinang,1534435,678593,53296
2021-04-21,Sabah,1330036,505982,52435
2021-04-21,Sarawak,1475460,573593,50520
2021-04-21,Selangor,5100337,2422666,162680
2021-04-21,Terengganu,310298,170729,17339
2021-04-21,W.P. KualaLumpur,4110401,1862512,106696
2021-04-21,W.P. Labuan,79094,32880,2498
2021-04-21,W.P. Putrajaya,196991,121473,3159
2021-04-22,Johor,2367625,1057532,95665
2021-04-22,Kedah,802170,424066,37136
2021-04-22,Kelantan,217772,129021,17646
2021-04-22,Melaka,609493,288328,24669
2021-04-22,Negeri Sembilan,661721,330656,26300
2021-04-22,Pahang,805061,359811,33383
2021-04-22,Perak,1305737,596484,55836
2021-04-22,Perlis,201963,126809,9297
2021-04-22,Pulau Pinang,1473232,670780,52985
2021-04-22,Sabah,1364466,513280,52353
2021-04-22,Sarawak,1428619,560695,48362
2021-04-22,Selangor,5056292,2440077,162470
2021-04-22,Terengganu,341029,181069,17524
2021-04-22,W.P. KualaLumpur,4113372,1895542,106544
2021-04-22,W.P. Labuan,82098,33575,2542
2021-04-22,W.P. Putrajaya,215583,128439,3140
2021-04-23,Johor,2631002,1103538,92510
2021-04-23,Kedah,844976,426083,28054
2021-04-23,Kelantan,170489,105236,9328
2021-04-23,Melaka,668889,304237,24678
2021-04-23,Negeri Sembilan,758564,358586,26882
2021-04-23,Pahang,893071,382690,33257
2021-04-23,Perak,1388338,619459,56283
2021-04-23,Perlis,214721,130582,9174
2021-04-23,Pulau Pinang,1596908,697802,53415
2021-04-23,Sabah,1422222,522347,51993
2021-04-23,Sarawak,1516212,578951,48682
2021-04-23,Selangor,5574571,2596646,163513
2021-04-23,Terengganu,295851,160137,9504
2021-04-23,W.P. KualaLumpur,4665250,2046688,107308
2021-04-23,W.P. Labuan,84420,33905,2467
2021-04-23,W.P. Putrajaya,254898,145754,3087
2021-04-24,Johor,2723883,1100798,86657
2021-04-24,Kedah,933635,450267,33851
2021-04-24,Kelantan,218500,126075,15391
2021-04-24,Melaka,718627,307074,21967
2021-04-24,Negeri Sembilan,822279,359469,24257
2021-04-24,Pahang,906843,367063,29276
2021-04-24,Perak,1488713,624899,51517
2021-04-24,Perlis,218899,124344,8327
2021-04-24,Pulau Pinang,1749032,700845,47016
2021-04-24,Sabah,1468001,507188,45796
2021-04-24,Sarawak,1620755,577237,42875
2021-04-24,Selangor,6185326,2655669,139706
2021-04-24,Terengganu,348494,173975,14790
2021-04-24,W.P. KualaLumpur,4943323,2075579,88353
2021-04-24,W.P. Labuan,85653,32801,2070
2021-04-24,W.P. Putrajaya,254829,141940,2110
2021-04-25,Johor,2705619,1091170,72171
2021-04-25,Kedah,924858,457074,34320
2021-04-25,Kelantan,227325,133356,17596
2021-04-25,Melaka,654884,286782,15980
2021-04-25,Negeri Sembilan,764202,338488,17870
2021-04-25,Pahang,818207,341951,21464
2021-04-25,Perak,1370007,588670,35818
2021-04-25,Perlis,188942,107201,5718
2021-04-25,Pulau Pinang,1628609,660053,33612
2021-04-25,Sabah,1316904,466336,33985
2021-04-25,Sarawak,1479333,538474,30259
2021-04-25,Selangor,5775329,2500127,100441
2021-04-25,Terengganu,348970,181693,17404
2021-04-25,W.P. KualaLumpur,4611351,1981323,65771
2021-04-25,W.P. Labuan,75734,30311,1560
2021-04-25,W.P. Putrajaya,264596,147390,1828
2021-04-26,Johor,2311145,1038153,93872
2021-04-26,Kedah,831713,433524,37038
2021-04-26,Kelantan,220576,130863,17593
2021-04-26,Melaka,622515,289531,24084
2021-04-26,Negeri Sembilan,683969,336023,26217
2021-04-26,Pahang,827381,365191,33111
2021-04-26,Perak,1264710,583153,54605
2021-04-26,Perlis,211267,129246,9329
2021-04-26,Pulau Pinang,1534981,681164,52535
2021-04-26,Sabah,1349623,511662,51564
2021-04-26,Sarawak,1419695,558538,47971
2021-04-26,Selangor,5011559,2405014,158945
2021-04-26,Terengganu,330724,165926,13442
2021-04-26,W.P. KualaLumpur,4079254,1874798,104117
2021-04-26,W.P. Labuan,80409,32802,2512
2021-04-26,W.P. Putrajaya,212138,127551,3124
2021-04-27,Johor,2303438,1030734,94793
2021-04-27,Kedah,813953,425318,37108
2021-04-27,Kelantan,215766,127414,17585
2021-04-27,Melaka,610407,283735,24251
2021-04-27,Negeri Sembilan,656657,325294,26265
2021-04-27,Pahang,805687,359324,33480
2021-04-27,Perak,1283916,585692,55529
2021-04-27,Perlis,204132,125767,9388
2021-04-27,Pulau Pinang,1442809,655489,52212
2021-04-27,Sabah,1303455,500119,52102
2021-04-27,Sarawak,1351133,540836,48661
2021-04-27,Selangor,4931864,2381343,160853
2021-04-27,Terengganu,342879,179687,17748
2021-04-27,W.P. KualaLumpur,4087271,1868691,105982
2021-04-27,W.P. Labuan,78357,32247,2504
2021-04-27,W.P. Putrajaya,209455,125574,3128
2021-04-28,Johor,2430350,1058802,96060
2021-04-28,Kedah,807364,424438,37241
2021-04-28,Kelantan,229308,132822,18294
2021-04-28,Melaka,639568,292720,24554
2021-04-28,Negeri Sembilan,682312,331906,26599
2021-04-28,Pahang,851779,371204,33828
2021-04-28,Perak,1339293,598066,55787
2021-04-28,Perlis,200236,124081,9347
2021-04-28,Pulau Pinang,1519823,674270,53088
2021-04-28,Sabah,1374668,511039,52209
2021-04-28,Sarawak,1460321,559838,49535
2021-04-28,Selangor,5294035,2478870,163191
2021-04-28,Terengganu,351699,183285,17862
2021-04-28,W.P. KualaLumpur,4428463,1950618,107616
2021-04-28,W.P. Labuan,82930,33084,2482
2021-04-28,W.P. Putrajaya,218828,130721,3148
2021-04-29,Johor,2400100,1060295,95562
2021-04-29,Kedah,823446,423800,36801
2021-04-29,Kelantan,232650,128971,15934
2021-04-29,Melaka,639582,295590,24529
2021-04-29,Negeri Sembilan,736675,347568,26715
2021-04-29,Pahang,838544,351795,28495
2021-04-29,Perak,1288551,571572,49048
2021-04-29,Perlis,197432,119200,8124
2021-04-29,Pulau Pinang,1455896,639786,46875
2021-04-29,Sabah,1381788,517867,54251
2021-04-29,Sarawak,1407919,551661,49067
2021-04-29,Selangor,5583452,2447143,134597
2021-04-29,Terengganu,363219,177707,14573
2021-04-29,W.P. KualaLumpur,4386028,1893397,85362
2021-04-29,W.P. Labuan,75442,29859,1759
2021-04-29,W.P. Putrajaya,238617,129333,1932
2021-04-30,Johor,2616367,1091510,91021
2021-04-30,Kedah,885790,433848,28330
2021-04-30,Kelantan,199118,114283,9959
